Day ,Items ,Note ,Amount 
24,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3244,83
24,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 298,15000
24,Depreciation Expense,Non-Cash Expense - Depreciation,10000
24,Rental Expense,Cash Payment - Rental - Detroit,1800
24,Rental Expense,Cash Payment - Rental - Los Angeles,1080
24,Rental Expense,Cash Payment - Rental - New York,2680
23,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
23,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
23,Salary Expense,Cash Payment - Salary Expense,19964
23,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2555,158
23,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2558,153
23,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2735,414
23,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2754,197
23,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2878,369
23,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 3064,253
23,Depreciation Expense,Non-Cash Expense - Depreciation,10000
23,Rental Expense,Cash Payment - Rental - Detroit,1800
23,Rental Expense,Cash Payment - Rental - Los Angeles,1080
23,Rental Expense,Cash Payment - Rental - New York,2680
22,Human Resource Expense,Counselled,2000
22,Human Resource Expense,Counselled,2000
22,Human Resource Expense,Counselled,2000
22,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
22,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
22,Salary Expense,Cash Payment - Salary Expense,19928
22,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2251,249
22,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2391,281
22,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2396,371
22,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2747,135
22,Depreciation Expense,Non-Cash Expense - Depreciation,10000
22,Rental Expense,Cash Payment - Rental - Detroit,1800
22,Rental Expense,Cash Payment - Rental - Los Angeles,1080
22,Rental Expense,Cash Payment - Rental - New York,2680
21,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
21,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
21,Salary Expense,Cash Payment - Salary Expense,19784
21,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2748,136
21,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 265,15000
21,Depreciation Expense,Non-Cash Expense - Depreciation,10000
21,Rental Expense,Cash Payment - Rental - Detroit,1800
21,Rental Expense,Cash Payment - Rental - Los Angeles,1080
21,Rental Expense,Cash Payment - Rental - New York,2680
20,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
20,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
20,Salary Expense,Cash Payment - Salary Expense,19136
20,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2418,100
20,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2567,221
20,Depreciation Expense,Non-Cash Expense - Depreciation,10000
20,Rental Expense,Cash Payment - Rental - Detroit,1800
20,Rental Expense,Cash Payment - Rental - Los Angeles,1080
20,Rental Expense,Cash Payment - Rental - New York,2680
19,Human Resource Expense,Counselled,2000
19,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
19,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
19,Salary Expense,Cash Payment - Salary Expense,19100
19,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2400,208
19,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2410,215
19,Depreciation Expense,Non-Cash Expense - Depreciation,10000
19,Rental Expense,Cash Payment - Rental - Detroit,1800
19,Rental Expense,Cash Payment - Rental - Los Angeles,1080
19,Rental Expense,Cash Payment - Rental - New York,2680
18,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
18,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
18,Salary Expense,Cash Payment - Salary Expense,19100
18,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2224,143
18,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2234,106
18,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2250,122
18,Depreciation Expense,Non-Cash Expense - Depreciation,10000
18,Rental Expense,Cash Payment - Rental - Detroit,1800
18,Rental Expense,Cash Payment - Rental - Los Angeles,1080
18,Rental Expense,Cash Payment - Rental - New York,2680
17,Human Resource Expense,Counselled,2000
17,Human Resource Expense,Counselled,2000
17,Human Resource Expense,Counselled,2000
17,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
17,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,1700
17,Salary Expense,Cash Payment - Salary Expense,19028
17,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2043,121
17,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 2066,168
17,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 298,15000
17,Depreciation Expense,Non-Cash Expense - Depreciation,10000
17,Rental Expense,Cash Payment - Rental - Detroit,1800
17,Rental Expense,Cash Payment - Rental - Los Angeles,1080
17,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,156
17,Rental Expense,Cash Payment - Rental - New York,2680
16,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
16,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2700
16,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,3000
16,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2400
16,Salary Expense,Cash Payment - Salary Expense,19028
16,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1877,313
16,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1910,265
16,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1920,282
16,Depreciation Expense,Non-Cash Expense - Depreciation,10000
16,Rental Expense,Cash Payment - Rental - Detroit,1800
16,Rental Expense,Cash Payment - Rental - Los Angeles,1080
16,Overflow Expense - Retail,Cash Payment - Overflow Fee  - New York,858
16,Rental Expense,Cash Payment - Rental - New York,2680
15,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
15,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2700
15,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,3000
15,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2400
15,Salary Expense,Cash Payment - Salary Expense,19028
15,Depreciation Expense,Non-Cash Expense - Depreciation,10000
15,Rental Expense,Cash Payment - Rental - Detroit,1800
15,Rental Expense,Cash Payment - Rental - Los Angeles,1080
15,Rental Expense,Cash Payment - Rental - New York,2680
14,Human Resource Expense,Counselled,2000
14,Human Resource Expense,Counselled,2000
14,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
14,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2700
14,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,3000
14,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,2400
14,Salary Expense,Cash Payment - Salary Expense,19028
14,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1473,191
14,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 265,15000
14,Depreciation Expense,Non-Cash Expense - Depreciation,10000
14,Rental Expense,Cash Payment - Rental - Detroit,1800
14,Rental Expense,Cash Payment - Rental - Los Angeles,1080
14,Rental Expense,Cash Payment - Rental - New York,2680
13,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
13,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2000
13,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2400
13,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,3000
13,Salary Expense,Cash Payment - Salary Expense,19028
13,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1461,256
13,Depreciation Expense,Non-Cash Expense - Depreciation,10000
13,Rental Expense,Cash Payment - Rental - Detroit,1800
13,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Los Angeles,279
13,Rental Expense,Cash Payment - Rental - Los Angeles,1080
13,Rental Expense,Cash Payment - Rental - New York,2680
12,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
12,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2000
12,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2400
12,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,3000
12,Salary Expense,Cash Payment - Salary Expense,18992
12,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 992,281
12,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1149,326
12,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1288,248
12,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 1298,180
12,Depreciation Expense,Non-Cash Expense - Depreciation,10000
12,Rental Expense,Cash Payment - Rental - Detroit,1800
12,Rental Expense,Cash Payment - Rental - Los Angeles,1080
12,Rental Expense,Cash Payment - Rental - New York,2680
11,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
11,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2000
11,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2400
11,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,3000
11,Salary Expense,Cash Payment - Salary Expense,18848
11,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 179,217
11,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 223,164
11,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 304,135
11,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 823,153
11,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 835,176
11,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 841,204
11,Depreciation Expense,Non-Cash Expense - Depreciation,10000
11,Rental Expense,Cash Payment - Rental - Detroit,1800
11,Rental Expense,Cash Payment - Rental - Los Angeles,1080
11,Rental Expense,Cash Payment - Rental - New York,2680
10,Human Resource Expense,Cash Payment - Staff Recruiting - Production,30000
10,Human Resource Expense,Counselled,2000
10,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
10,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2000
10,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2400
10,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,3000
10,Salary Expense,Cash Payment - Salary Expense,18200
10,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 381,144
10,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 403,259
10,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 546,156
10,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 675,117
10,Depreciation Expense,Non-Cash Expense - Depreciation,10000
10,Rental Expense,Cash Payment - Rental - Detroit,1800
10,Rental Expense,Cash Payment - Rental - Los Angeles,1080
10,Rental Expense,Cash Payment - Rental - New York,2680
9,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
9,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2000
9,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2400
9,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,3000
9,Salary Expense,Cash Payment - Salary Expense,17500
9,Interest Expense ,Cash Payment - Interest - For Overdraft Used,2055
9,Depreciation Expense,Non-Cash Expense - Depreciation,5000
9,Rental Expense,Cash Payment - Rental - Detroit,1800
9,Rental Expense,Cash Payment - Rental - Los Angeles,1080
9,Rental Expense,Cash Payment - Rental - New York,2680
8,Human Resource Expense,Counselled,2000
8,Human Resource Expense,Cash Payment - Staff Recruiting - New York,60000
8,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
8,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2000
8,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2400
8,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,3000
8,Salary Expense,Cash Payment - Salary Expense,17500
8,Depreciation Expense,Non-Cash Expense - Depreciation,5000
8,Rental Expense,Cash Payment - Rental - Detroit,1800
8,Rental Expense,Cash Payment - Rental - Los Angeles,1080
8,Rental Expense,Cash Payment - Rental - New York,2680
7,Human Resource Expense,Counselled,2000
7,Human Resource Expense,Counselled,2000
7,Human Resource Expense,Counselled,2000
7,Human Resource Expense,Counselled,2000
7,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
7,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2000
7,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2400
7,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,3000
7,Salary Expense,Cash Payment - Salary Expense,16100
7,Maintenance Expense,Cash Payment - Maintenance periodic Machine ID: 265,15000
7,Depreciation Expense,Non-Cash Expense - Depreciation,5000
7,Rental Expense,Cash Payment - Rental - Detroit,1800
7,Rental Expense,Cash Payment - Rental - Los Angeles,1080
6,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
6,Marketing Expense,Cash Payment - Marketing - Los Angeles - Sparkling Wine,2000
6,Marketing Expense,Cash Payment - Marketing - Los Angeles - Red Wine,2400
6,Marketing Expense,Cash Payment - Marketing - Los Angeles - White Wine,3000
6,Salary Expense,Cash Payment - Salary Expense,16100
6,Depreciation Expense,Non-Cash Expense - Depreciation,5000
6,Rental Expense,Cash Payment - Rental - Detroit,1800
6,Rental Expense,Cash Payment - Rental - Los Angeles,1080
5,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
5,Salary Expense,Cash Payment - Salary Expense,16100
5,Depreciation Expense,Non-Cash Expense - Depreciation,5000
5,Rental Expense,Cash Payment - Rental - Detroit,1800
5,Rental Expense,Cash Payment - Rental - Los Angeles,1080
4,Human Resource Expense,Counselled,2000
4,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
4,Salary Expense,Cash Payment - Salary Expense,16100
4,Depreciation Expense,Non-Cash Expense - Depreciation,5000
4,Rental Expense,Cash Payment - Rental - Detroit,1800
4,Rental Expense,Cash Payment - Rental - Los Angeles,1080
3,Human Resource Expense,Counselled,2000
3,Human Resource Expense,Counselled,2000
3,Human Resource Expense,Cash Payment - Staff Recruiting - Production,30000
3,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
3,Salary Expense,Cash Payment - Salary Expense,16100
3,Depreciation Expense,Non-Cash Expense - Depreciation,5000
3,Rental Expense,Cash Payment - Rental - Detroit,1800
3,Rental Expense,Cash Payment - Rental - Los Angeles,1080
2,Human Resource Expense,Cash Payment - Staff Recruiting - Detroit,60000
2,Human Resource Expense,Cash Payment - Staff Recruiting - Los Angeles,60000
2,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
2,Salary Expense,Cash Payment - Salary Expense,15400
2,Rental Expense,Cash Payment - Rental - Detroit,1800
2,Rental Expense,Cash Payment - Rental - Los Angeles,1080
1,Salary Expense,Cash Payment - Salary Expense,12600
